usage_id,customer_id,date,data_used_gb,calls_minutes,sms_sent,roaming,network_type
USG01446,CUS0030,2023-03-16,20.09,457,44,0,3G
USG01447,CUS0176,2023-04-05,60.14,5049,57,0,5G
USG01448,CUS0152,2023-08-08,7.04,116,22,0,4G
USG01449,CUS0423,2023-10-06,7.0,120,20,0,4G
USG01450,CUS0227,2023-10-31,59.63,4973,39,0,4G
USG01451,CUS0366,2023-01-03,16.96,501,14,0,4G
USG01452,CUS0307,2023-07-06,14.4,543,48,0,4G
USG01453,CUS0221,2023-05-15,58.87,5043,34,0,5G
USG01454,CUS0055,2023-08-19,57.55,5066,11,0,4G
USG01455,CUS0328,2023-12-22,1.57,99,6,0,4G
USG01456,CUS0115,2023-02-20,4.89,21,53,0,4G
USG01457,CUS0167,2023-08-11,0.11,67,27,0,3G
USG01458,CUS0479,2023-03-25,5.25,51,49,0,3G
USG01459,CUS0359,2023-03-22,1.96,39,24,0,3G
USG01460,CUS0095,2023-10-02,60.75,5057,47,0,4G
USG01461,CUS0232,2023-10-15,7.04,140,43,0,4G
USG01462,CUS0038,2023-05-04,1.42,27,11,0,4G
USG01463,CUS0437,2023-03-07,16.61,489,1,0,3G
USG01464,CUS0242,2023-08-30,0.51,116,40,0,4G
USG01465,CUS0313,2023-08-05,20.18,570,42,0,3G
USG01466,CUS0148,2023-10-09,7.61,168,55,0,5G
USG01467,CUS0460,2023-10-13,2.43,20,51,0,4G
USG01468,CUS0115,2023-11-02,3.52,65,23,0,4G
USG01469,CUS0127,2023-08-17,19.72,491,7,0,3G
USG01470,CUS0258,2023-09-11,20.37,478,34,0,4G
USG01471,CUS0105,2023-04-27,2.79,2,39,0,4G
USG01472,CUS0034,2023-02-06,63.36,4863,20,0,3G
USG01473,CUS0093,2023-08-25,1.76,42,31,0,3G
USG01474,CUS0001,2023-07-26,5.98,93,52,1,4G
USG01475,CUS0267,2023-08-10,19.96,523,15,0,5G
USG01476,CUS0482,2023-11-20,21.4,497,40,0,4G
USG01477,CUS0212,2023-06-16,63.89,5079,28,0,4G
USG01478,CUS0333,2023-11-14,2.79,67,18,0,4G
USG01479,CUS0104,2023-01-03,18.31,395,1,0,4G
USG01480,CUS0382,2023-09-14,60.43,5085,10,1,4G
USG01481,CUS0008,2023-11-09,62.45,5010,66,0,4G
USG01482,CUS0013,2023-07-19,0.06,209,39,0,3G
USG01483,CUS0383,2023-08-13,5.58,166,6,0,4G
USG01484,CUS0470,2023-11-22,2.55,42,40,0,3G
USG01485,CUS0073,2023-10-28,59.41,4837,21,1,3G
USG01486,CUS0161,2023-10-20,58.73,4924,48,0,5G
USG01487,CUS0240,2023-01-11,15.87,527,26,0,4G
USG01488,CUS0010,2023-02-04,4.93,66,34,0,4G
USG01489,CUS0463,2023-08-15,15.98,523,43,0,4G
USG01490,CUS0269,2023-08-02,1.58,103,9,0,3G
USG01491,CUS0415,2023-02-16,1.37,84,23,0,4G
USG01492,CUS0138,2023-01-07,4.28,99,17,0,5G
USG01493,CUS0425,2023-11-19,16.14,499,15,0,4G
USG01494,CUS0203,2023-04-24,17.21,432,45,0,4G
USG01495,CUS0312,2023-01-01,6.36,168,46,0,5G
USG01496,CUS0213,2023-12-22,3.99,32,25,0,5G
USG01497,CUS0298,2023-03-26,61.38,5030,40,0,4G
USG01498,CUS0043,2023-04-01,4.42,52,8,0,4G
USG01499,CUS0090,2023-06-16,20.45,587,13,0,3G
USG01500,CUS0441,2023-01-31,4.06,112,2,0,4G
USG01501,CUS0257,2023-09-12,58.8,5020,28,0,4G
USG01502,CUS0267,2023-01-04,21.63,536,48,0,4G
USG01503,CUS0212,2023-04-16,58.7,4926,17,0,4G
USG01504,CUS0159,2023-01-22,4.64,171,13,0,3G
USG01505,CUS0294,2023-04-28,1.53,89,55,0,5G
USG01506,CUS0198,2023-02-09,57.49,5053,55,0,4G
USG01507,CUS0160,2023-10-05,57.34,4947,44,0,4G
USG01508,CUS0443,2023-02-14,4.55,28,9,0,5G
USG01509,CUS0017,2023-04-16,1.3,106,7,1,4G
USG01510,CUS0423,2023-11-14,4.42,220,34,0,5G
USG01511,CUS0290,2023-08-04,1.05,30,39,0,4G
USG01512,CUS0177,2023-03-18,62.06,5017,29,0,4G
USG01513,CUS0324,2023-08-23,14.63,532,40,0,4G
USG01514,CUS0230,2023-05-16,6.41,151,32,0,3G
USG01515,CUS0031,2023-06-04,7.91,127,5,0,4G
USG01516,CUS0247,2023-06-04,7.8,127,24,0,5G
USG01517,CUS0341,2023-11-23,6.86,134,28,0,5G
USG01518,CUS0188,2023-11-29,15.75,578,3,1,5G
USG01519,CUS0406,2023-03-06,62.63,4923,15,1,4G
USG01520,CUS0377,2023-12-03,0.26,82,33,0,4G
USG01521,CUS0083,2023-09-11,0.86,15,49,0,5G
USG01522,CUS0133,2023-07-07,0.65,54,26,0,4G
USG01523,CUS0248,2023-01-02,0.43,69,35,0,4G
USG01524,CUS0439,2023-06-16,8.27,161,1,0,4G
USG01525,CUS0185,2023-06-17,19.52,502,25,0,4G
USG01526,CUS0259,2023-06-08,4.43,7,33,0,3G
USG01527,CUS0340,2023-01-02,0.67,44,41,0,4G
USG01528,CUS0462,2023-08-30,5.96,93,38,0,4G
USG01529,CUS0427,2023-09-05,2.52,44,8,0,4G
USG01530,CUS0483,2023-09-14,57.51,5047,24,0,4G
USG01531,CUS0003,2023-06-13,14.38,488,30,0,5G
USG01532,CUS0345,2023-04-08,3.05,85,37,0,5G
USG01533,CUS0415,2023-07-13,0.23,41,17,0,4G
USG01534,CUS0101,2023-10-21,3.31,62,47,0,4G
USG01535,CUS0039,2023-03-01,56.95,4919,31,0,4G
USG01536,CUS0060,2023-04-13,16.31,483,6,0,3G
USG01537,CUS0143,2023-04-12,18.21,549,0,0,5G
USG01538,CUS0060,2023-12-11,19.03,520,45,0,4G
USG01539,CUS0196,2023-07-30,13.37,551,6,0,5G
USG01540,CUS0095,2023-03-25,59.43,4970,8,0,4G
USG01541,CUS0077,2023-11-24,4.19,103,32,0,4G
USG01542,CUS0269,2023-12-23,3.18,39,44,0,4G
USG01543,CUS0253,2023-10-01,60.22,5065,2,0,4G
USG01544,CUS0124,2023-04-05,2.0,54,31,0,4G
USG01545,CUS0241,2023-06-29,60.61,5045,31,0,4G
USG01546,CUS0336,2023-12-05,6.95,130,26,0,4G
USG01547,CUS0033,2023-10-30,0.75,91,44,0,4G
USG01548,CUS0014,2023-12-12,8.47,119,25,0,5G
USG01549,CUS0491,2023-11-04,5.44,91,0,0,4G
USG01550,CUS0396,2023-07-09,19.38,517,22,0,5G
USG01551,CUS0216,2023-09-29,0.05,23,18,0,4G
USG01552,CUS0485,2023-07-22,1.03,42,21,0,5G
USG01553,CUS0277,2023-12-21,1.26,69,49,0,5G
USG01554,CUS0466,2023-11-23,59.6,4976,41,0,4G
USG01555,CUS0497,2023-06-03,5.67,267,23,0,4G
USG01556,CUS0085,2023-10-19,55.24,4930,38,0,4G
USG01557,CUS0221,2023-08-29,61.46,4968,29,0,4G
USG01558,CUS0251,2023-08-07,1.13,86,69,0,4G
USG01559,CUS0372,2023-06-04,13.38,630,50,0,3G
USG01560,CUS0410,2023-05-16,0.09,57,28,0,3G
USG01561,CUS0357,2023-01-23,6.89,176,44,0,4G
USG01562,CUS0257,2023-01-14,57.93,5034,16,0,4G
USG01563,CUS0273,2023-06-07,0.06,75,20,0,3G
USG01564,CUS0248,2023-02-08,1.15,47,31,1,4G
USG01565,CUS0225,2023-08-16,1.89,57,33,0,3G
USG01566,CUS0257,2023-05-22,64.42,4935,50,0,3G
USG01567,CUS0317,2023-03-10,17.12,480,63,0,5G
USG01568,CUS0045,2023-07-07,59.7,5046,32,0,4G
USG01569,CUS0399,2023-06-13,58.17,4985,21,0,3G
USG01570,CUS0253,2023-11-06,59.53,5110,39,0,4G
USG01571,CUS0077,2023-03-09,2.51,262,37,0,4G
USG01572,CUS0116,2023-07-24,19.78,593,13,0,4G
USG01573,CUS0495,2023-10-16,1.26,21,22,0,5G
USG01574,CUS0266,2023-01-21,1.19,66,53,0,5G
USG01575,CUS0429,2023-05-01,19.55,517,54,0,4G
USG01576,CUS0369,2023-03-15,13.37,502,37,0,5G
USG01577,CUS0290,2023-02-04,1.24,115,33,0,4G
USG01578,CUS0192,2023-08-02,4.56,49,44,0,4G
USG01579,CUS0193,2023-09-16,60.23,4985,40,0,4G
USG01580,CUS0265,2023-04-30,61.17,4946,49,0,4G
USG01581,CUS0092,2023-09-07,59.5,5006,23,0,5G
USG01582,CUS0060,2023-04-18,17.97,385,47,0,4G
USG01583,CUS0213,2023-09-16,0.93,4,26,0,4G
USG01584,CUS0407,2023-02-06,0.84,62,5,0,4G
USG01585,CUS0183,2023-09-10,5.6,202,55,0,3G
USG01586,CUS0041,2023-09-02,8.89,137,11,0,4G
USG01587,CUS0468,2023-09-12,7.0,244,12,0,4G
USG01588,CUS0358,2023-04-14,8.74,142,22,0,5G
USG01589,CUS0078,2023-04-25,6.16,263,44,0,3G
USG01590,CUS0004,2023-02-25,62.16,5024,3,0,4G
USG01591,CUS0261,2023-11-09,1.3,86,22,0,4G
USG01592,CUS0489,2023-05-30,58.0,4951,45,0,4G
USG01593,CUS0129,2023-11-22,62.94,4898,8,0,4G
USG01594,CUS0330,2023-03-12,0.41,18,17,0,5G
USG01595,CUS0489,2023-08-24,65.9,5042,37,0,4G
USG01596,CUS0073,2023-04-18,56.15,5017,6,0,5G
USG01597,CUS0177,2023-06-08,61.04,5017,30,0,4G
USG01598,CUS0473,2023-06-12,2.68,25,33,0,4G
USG01599,CUS0118,2023-07-18,4.22,74,26,0,4G
USG01600,CUS0132,2023-02-28,5.7,36,17,0,5G
USG01601,CUS0499,2023-04-21,21.09,456,7,0,3G
USG01602,CUS0086,2023-02-23,59.92,5077,69,0,4G
USG01603,CUS0266,2023-07-13,1.03,73,34,0,4G
USG01604,CUS0079,2023-05-24,0.5,29,27,0,3G
USG01605,CUS0007,2023-11-09,1.68,124,8,0,4G
USG01606,CUS0385,2023-02-12,6.96,172,57,0,4G
USG01607,CUS0115,2023-02-23,1.03,37,32,0,4G
USG01608,CUS0166,2023-02-14,0.54,5,16,0,3G
USG01609,CUS0495,2023-09-24,0.74,32,17,0,4G
USG01610,CUS0420,2023-09-22,0.98,14,2,0,5G
USG01611,CUS0051,2023-08-31,61.89,5017,28,0,3G
USG01612,CUS0429,2023-06-17,15.8,537,24,0,4G
USG01613,CUS0354,2023-02-14,1.56,64,27,0,4G
USG01614,CUS0173,2023-01-27,3.75,11,16,0,5G
USG01615,CUS0326,2023-10-12,60.27,4986,40,0,4G
USG01616,CUS0443,2023-06-30,3.62,142,48,0,3G
USG01617,CUS0490,2023-05-05,17.42,489,22,0,4G
USG01618,CUS0110,2023-04-21,20.29,485,12,0,4G
USG01619,CUS0313,2023-03-10,15.9,544,12,0,4G
USG01620,CUS0491,2023-01-06,4.71,72,36,1,4G
USG01621,CUS0135,2023-10-21,19.53,559,40,0,4G
USG01622,CUS0049,2023-06-22,2.58,63,14,0,5G
USG01623,CUS0312,2023-01-04,1.77,32,37,0,4G
USG01624,CUS0315,2023-08-04,61.61,5001,14,0,5G
USG01625,CUS0019,2023-02-28,1.88,28,30,0,4G
USG01626,CUS0335,2023-01-26,5.29,80,9,1,4G
USG01627,CUS0148,2023-05-09,6.78,247,65,0,3G
USG01628,CUS0280,2023-07-24,17.65,527,28,0,4G
USG01629,CUS0298,2023-05-03,60.32,5024,48,1,3G
USG01630,CUS0438,2023-01-30,0.46,166,27,0,3G
USG01631,CUS0238,2023-10-23,1.33,169,12,0,5G
USG01632,CUS0327,2023-08-05,17.95,456,53,0,5G
USG01633,CUS0431,2023-06-14,54.67,5020,1,0,4G
USG01634,CUS0366,2023-03-18,21.14,626,47,1,5G
USG01635,CUS0134,2023-06-10,0.27,130,74,0,3G
USG01636,CUS0421,2023-08-28,6.54,128,59,0,4G
USG01637,CUS0148,2023-02-28,3.37,133,29,0,5G
USG01638,CUS0015,2023-09-30,6.28,217,27,0,3G
USG01639,CUS0392,2023-09-13,3.81,66,27,0,4G
USG01640,CUS0130,2023-03-11,18.96,558,42,0,4G
USG01641,CUS0127,2023-06-08,15.26,534,16,1,5G
USG01642,CUS0013,2023-01-14,3.23,12,24,0,4G
USG01643,CUS0173,2023-11-12,0.71,119,28,0,4G
USG01644,CUS0083,2023-07-13,7.33,130,6,0,4G
USG01645,CUS0349,2023-08-24,59.96,5063,46,0,4G
USG01646,CUS0060,2023-04-22,19.26,515,0,0,4G
USG01647,CUS0155,2023-11-24,15.04,549,17,0,3G
USG01648,CUS0474,2023-09-06,1.88,99,7,0,3G
USG01649,CUS0241,2023-01-10,56.26,5032,18,0,4G
USG01650,CUS0017,2023-08-26,0.06,99,24,1,3G
USG01651,CUS0202,2023-01-02,1.72,78,4,0,4G
USG01652,CUS0045,2023-11-16,63.5,5024,19,1,5G
USG01653,CUS0244,2023-07-03,8.3,94,16,0,4G
USG01654,CUS0045,2023-07-20,57.56,4986,15,1,3G
USG01655,CUS0306,2023-02-22,1.14,9,35,0,5G
USG01656,CUS0023,2023-01-19,60.89,5023,37,0,5G
USG01657,CUS0428,2023-01-10,18.18,450,9,0,4G
USG01658,CUS0177,2023-03-05,60.71,4915,36,0,4G
USG01659,CUS0280,2023-03-26,17.9,497,30,0,4G
USG01660,CUS0138,2023-08-26,2.95,1,36,0,3G
USG01661,CUS0175,2023-12-12,2.76,77,52,0,5G
USG01662,CUS0361,2023-07-03,59.45,4994,67,1,4G
USG01663,CUS0480,2023-10-13,19.01,515,50,0,5G
USG01664,CUS0226,2023-02-23,1.14,22,38,0,4G
USG01665,CUS0094,2023-06-19,17.88,590,38,0,3G
USG01666,CUS0364,2023-01-24,2.37,19,29,0,4G
USG01667,CUS0464,2023-03-14,5.95,181,39,0,4G
USG01668,CUS0403,2023-10-25,18.01,534,71,0,4G
USG01669,CUS0252,2023-02-11,18.07,461,54,0,4G
USG01670,CUS0404,2023-10-04,62.98,5011,49,0,4G
USG01671,CUS0253,2023-10-04,55.94,5028,26,0,4G
USG01672,CUS0364,2023-04-24,5.02,44,66,0,4G
USG01673,CUS0471,2023-08-04,59.66,4983,19,0,5G
USG01674,CUS0117,2023-03-24,57.69,4966,52,0,3G
USG01675,CUS0187,2023-12-03,14.98,506,52,0,4G
USG01676,CUS0245,2023-01-31,2.34,92,37,0,4G
USG01677,CUS0055,2023-02-13,61.07,4886,60,0,4G
USG01678,CUS0446,2023-06-14,1.36,1,24,1,5G
USG01679,CUS0220,2023-09-04,17.77,541,7,0,4G
USG01680,CUS0268,2023-10-26,3.55,73,48,0,3G
USG01681,CUS0066,2023-12-06,4.24,159,7,0,4G
USG01682,CUS0291,2023-09-19,0.53,2,15,0,3G
USG01683,CUS0253,2023-03-07,62.3,5007,11,0,5G
USG01684,CUS0336,2023-01-12,10.83,95,7,0,3G
USG01685,CUS0021,2023-05-12,1.47,158,34,0,4G
USG01686,CUS0335,2023-07-09,6.74,217,33,0,4G
USG01687,CUS0145,2023-08-13,61.51,5102,35,0,4G
USG01688,CUS0310,2023-12-01,19.69,515,33,0,5G
USG01689,CUS0428,2023-04-25,20.93,537,36,0,3G
USG01690,CUS0190,2023-07-05,56.34,4949,17,0,5G
USG01691,CUS0352,2023-05-17,1.87,85,34,0,5G
USG01692,CUS0262,2023-08-19,59.78,5023,38,1,4G
USG01693,CUS0038,2023-12-18,2.48,72,51,0,4G
USG01694,CUS0255,2023-12-10,9.99,221,22,0,4G
USG01695,CUS0412,2023-12-10,0.11,59,57,1,4G
USG01696,CUS0480,2023-11-16,18.65,383,34,0,4G
USG01697,CUS0142,2023-11-06,18.5,644,0,0,4G
USG01698,CUS0051,2023-07-03,58.81,5002,36,0,5G
USG01699,CUS0257,2023-03-04,61.79,4905,32,0,4G
USG01700,CUS0187,2023-05-22,16.72,550,37,0,4G
USG01701,CUS0369,2023-11-04,20.24,427,7,0,4G
USG01702,CUS0349,2023-12-21,58.58,4971,15,0,3G
USG01703,CUS0218,2023-06-08,3.49,114,2,0,5G
USG01704,CUS0404,2023-07-06,61.95,4969,4,0,4G
USG01705,CUS0109,2023-01-05,18.32,402,36,0,5G
USG01706,CUS0332,2023-12-02,1.06,162,40,0,3G
USG01707,CUS0039,2023-04-07,58.4,5051,32,0,4G
USG01708,CUS0257,2023-08-31,61.28,4813,20,0,4G
USG01709,CUS0100,2023-10-23,17.06,575,7,0,4G
USG01710,CUS0164,2023-10-15,6.65,138,1,0,5G
USG01711,CUS0081,2023-03-08,0.62,90,25,0,4G
USG01712,CUS0423,2023-03-11,5.59,143,31,0,4G
USG01713,CUS0281,2023-08-28,6.56,143,0,0,5G
USG01714,CUS0092,2023-06-23,59.5,5002,62,1,3G
USG01715,CUS0440,2023-04-13,15.92,591,18,0,5G
USG01716,CUS0031,2023-01-27,9.1,24,23,1,4G
USG01717,CUS0374,2023-02-09,13.23,410,20,0,4G
USG01718,CUS0184,2023-07-18,18.86,450,33,0,4G
USG01719,CUS0273,2023-04-18,1.15,123,17,0,3G
USG01720,CUS0281,2023-08-24,9.81,254,10,0,5G
USG01721,CUS0142,2023-12-01,18.94,469,58,0,3G
USG01722,CUS0073,2023-04-16,60.54,5105,25,0,5G
USG01723,CUS0044,2023-07-27,59.3,4949,31,0,4G
USG01724,CUS0209,2023-03-12,2.53,60,34,0,4G
USG01725,CUS0333,2023-10-09,2.0,22,16,0,4G
USG01726,CUS0258,2023-08-04,15.89,463,22,0,3G
USG01727,CUS0223,2023-12-31,61.93,5051,14,0,3G
USG01728,CUS0411,2023-09-24,61.1,4942,45,0,4G
USG01729,CUS0488,2023-09-20,14.69,556,25,0,4G
USG01730,CUS0400,2023-10-08,18.41,491,8,0,4G
USG01731,CUS0370,2023-06-27,18.18,498,44,1,4G
USG01732,CUS0093,2023-06-03,1.78,101,40,0,4G
USG01733,CUS0163,2023-10-02,1.74,74,5,0,4G
USG01734,CUS0459,2023-12-09,0.89,32,12,0,4G
USG01735,CUS0150,2023-04-25,0.24,88,17,0,5G
USG01736,CUS0182,2023-11-12,0.04,18,85,0,3G
USG01737,CUS0216,2023-02-13,0.34,30,30,0,3G
USG01738,CUS0076,2023-06-28,3.98,24,11,0,4G
USG01739,CUS0454,2023-12-05,17.2,452,1,0,4G
USG01740,CUS0465,2023-04-30,3.19,31,21,0,4G
USG01741,CUS0238,2023-03-15,3.34,2,22,0,5G
USG01742,CUS0387,2023-05-09,2.98,72,45,0,4G
USG01743,CUS0346,2023-09-10,16.31,430,37,0,5G
USG01744,CUS0392,2023-12-03,6.2,80,34,0,4G
USG01745,CUS0435,2023-07-06,3.65,77,32,0,4G
USG01746,CUS0060,2023-11-24,16.86,493,39,1,3G
USG01747,CUS0397,2023-02-02,1.32,86,49,0,4G
USG01748,CUS0160,2023-07-10,57.01,5008,39,0,4G
USG01749,CUS0011,2023-04-18,5.43,110,59,0,4G
USG01750,CUS0352,2023-09-18,1.59,53,18,0,4G
USG01751,CUS0493,2023-08-22,5.37,130,27,0,3G
USG01752,CUS0013,2023-03-08,2.42,67,17,0,4G
USG01753,CUS0448,2023-05-27,59.28,4963,43,0,5G
USG01754,CUS0161,2023-08-12,59.89,5041,34,0,5G
USG01755,CUS0075,2023-12-08,2.7,86,58,0,4G
USG01756,CUS0104,2023-03-04,18.25,494,6,0,3G
USG01757,CUS0295,2023-10-26,1.03,33,5,0,4G
USG01758,CUS0424,2023-10-23,1.0,78,23,0,4G
USG01759,CUS0426,2023-02-08,5.61,108,61,0,4G
USG01760,CUS0285,2023-06-16,2.51,38,23,1,4G
USG01761,CUS0250,2023-09-25,2.02,123,18,0,4G
USG01762,CUS0193,2023-04-05,58.19,5016,26,0,4G
USG01763,CUS0411,2023-01-25,57.02,4990,23,0,4G
USG01764,CUS0017,2023-09-19,0.27,36,34,0,5G
USG01765,CUS0255,2023-07-03,9.27,185,46,0,3G
USG01766,CUS0164,2023-07-20,5.04,148,16,0,4G
USG01767,CUS0216,2023-12-21,0.84,77,72,0,4G
USG01768,CUS0198,2023-12-30,61.32,5021,39,0,4G
USG01769,CUS0023,2023-05-26,61.52,4992,28,0,3G
USG01770,CUS0477,2023-11-05,61.18,5093,30,1,4G
USG01771,CUS0277,2023-01-18,2.75,74,33,0,4G
USG01772,CUS0290,2023-09-16,1.03,21,33,1,4G
USG01773,CUS0427,2023-03-26,0.2,45,39,0,5G
USG01774,CUS0058,2023-10-15,0.43,30,21,0,5G
USG01775,CUS0091,2023-01-07,1.83,93,35,0,3G
USG01776,CUS0446,2023-01-22,2.23,85,33,0,3G
USG01777,CUS0043,2023-04-21,2.32,2,33,0,4G
USG01778,CUS0301,2023-10-25,16.92,426,3,0,4G
USG01779,CUS0360,2023-08-22,61.02,5032,51,0,3G
USG01780,CUS0317,2023-02-12,19.44,527,8,0,5G
USG01781,CUS0152,2023-08-28,5.57,132,69,0,3G
USG01782,CUS0189,2023-09-14,1.15,47,9,0,5G
USG01783,CUS0308,2023-05-03,2.57,8,44,0,4G
USG01784,CUS0497,2023-03-02,4.97,210,0,0,4G
USG01785,CUS0272,2023-01-08,5.09,184,25,0,5G
USG01786,CUS0411,2023-10-26,58.2,5084,1,0,3G
USG01787,CUS0150,2023-08-10,1.1,96,63,0,5G
USG01788,CUS0319,2023-04-21,0.57,45,4,1,4G
USG01789,CUS0124,2023-08-26,0.07,53,56,0,5G
USG01790,CUS0432,2023-03-07,3.58,116,20,0,5G
USG01791,CUS0116,2023-02-17,19.46,547,46,0,3G
USG01792,CUS0405,2023-11-02,5.96,125,51,1,4G
USG01793,CUS0486,2023-09-17,9.1,136,37,0,3G
USG01794,CUS0237,2023-04-06,3.97,150,64,0,4G
USG01795,CUS0400,2023-12-21,18.07,575,6,0,4G
USG01796,CUS0279,2023-09-05,3.74,4,37,0,4G
USG01797,CUS0313,2023-02-17,15.03,491,33,0,5G
USG01798,CUS0094,2023-07-05,17.96,516,52,0,4G
USG01799,CUS0246,2023-03-16,1.29,32,40,0,4G
USG01800,CUS0106,2023-06-21,2.71,4,57,0,4G
USG01801,CUS0230,2023-08-01,7.47,127,29,0,3G
USG01802,CUS0201,2023-01-07,58.45,5040,32,0,4G
USG01803,CUS0450,2023-09-05,21.93,347,6,0,3G
USG01804,CUS0186,2023-12-06,16.99,531,22,0,4G
USG01805,CUS0110,2023-06-28,16.59,525,21,0,5G
USG01806,CUS0148,2023-03-26,6.48,203,49,0,4G
USG01807,CUS0048,2023-04-16,56.93,4955,38,0,4G
USG01808,CUS0265,2023-03-15,59.66,4954,41,1,4G
USG01809,CUS0470,2023-09-19,1.98,87,47,0,4G
USG01810,CUS0097,2023-08-16,5.27,210,33,0,5G
USG01811,CUS0057,2023-02-27,6.54,211,1,0,4G
USG01812,CUS0332,2023-11-03,1.43,7,47,0,5G
USG01813,CUS0229,2023-06-08,6.26,117,9,0,5G
USG01814,CUS0093,2023-11-07,2.72,47,29,0,3G
USG01815,CUS0095,2023-02-13,60.77,5053,35,0,4G
USG01816,CUS0033,2023-09-29,3.27,6,59,0,4G
USG01817,CUS0240,2023-09-19,18.85,468,33,0,4G
USG01818,CUS0392,2023-09-28,10.26,76,18,0,5G
USG01819,CUS0414,2023-07-12,0.22,40,31,0,4G
USG01820,CUS0272,2023-12-29,9.66,138,42,0,4G
USG01821,CUS0245,2023-03-24,0.81,5,27,1,4G
USG01822,CUS0468,2023-10-14,5.52,189,55,1,4G
USG01823,CUS0103,2023-02-07,17.11,563,10,1,4G
USG01824,CUS0083,2023-04-10,5.21,26,19,0,4G
USG01825,CUS0357,2023-03-05,6.47,127,7,0,4G
USG01826,CUS0044,2023-09-16,61.35,4940,48,0,4G
USG01827,CUS0228,2023-02-27,1.06,119,45,0,5G
USG01828,CUS0432,2023-02-07,2.79,120,25,0,4G
USG01829,CUS0459,2023-05-01,0.46,96,9,0,5G
USG01830,CUS0081,2023-03-29,1.24,46,25,0,4G
USG01831,CUS0113,2023-04-11,5.42,6,29,0,4G
USG01832,CUS0167,2023-02-04,1.08,100,44,0,5G
USG01833,CUS0480,2023-07-05,16.78,482,11,0,4G
USG01834,CUS0260,2023-06-30,1.02,22,50,0,4G
USG01835,CUS0474,2023-12-23,2.47,92,21,0,5G
USG01836,CUS0370,2023-10-27,17.62,527,13,0,4G
USG01837,CUS0154,2023-01-09,18.94,548,18,0,5G
USG01838,CUS0137,2023-02-12,1.72,8,61,0,3G
USG01839,CUS0264,2023-09-02,6.81,212,25,0,4G
USG01840,CUS0262,2023-03-21,58.25,4992,56,0,5G
USG01841,CUS0359,2023-05-13,3.73,74,29,0,4G
USG01842,CUS0119,2023-08-27,18.77,562,9,0,4G
USG01843,CUS0383,2023-01-02,7.72,102,35,0,4G
USG01844,CUS0137,2023-10-11,3.23,76,32,0,4G
USG01845,CUS0361,2023-09-23,62.53,4976,23,0,3G
USG01846,CUS0344,2023-05-29,0.02,71,44,0,5G
USG01847,CUS0319,2023-08-17,0.42,80,38,1,3G
USG01848,CUS0453,2023-03-08,7.25,101,25,0,4G
USG01849,CUS0441,2023-07-24,1.89,15,35,0,4G
USG01850,CUS0412,2023-05-11,1.99,6,23,0,5G
USG01851,CUS0352,2023-04-10,0.03,142,53,0,4G
USG01852,CUS0294,2023-03-27,1.2,1,58,0,3G
USG01853,CUS0317,2023-09-13,19.37,572,66,0,5G
USG01854,CUS0111,2023-05-14,18.87,505,15,0,4G
USG01855,CUS0434,2023-06-23,0.89,27,50,0,4G
USG01856,CUS0262,2023-11-23,59.58,5091,23,0,5G
USG01857,CUS0004,2023-08-16,60.87,4954,47,0,3G
USG01858,CUS0106,2023-06-29,0.99,106,40,0,4G
USG01859,CUS0147,2023-05-11,2.97,50,34,0,4G
USG01860,CUS0017,2023-06-02,0.5,146,12,0,3G
USG01861,CUS0445,2023-03-07,5.6,150,34,0,3G
USG01862,CUS0191,2023-09-29,3.97,25,0,0,5G
USG01863,CUS0178,2023-12-15,4.88,85,1,1,4G
USG01864,CUS0003,2023-05-16,16.71,482,32,0,4G
USG01865,CUS0422,2023-05-08,3.38,46,19,0,4G
USG01866,CUS0386,2023-12-30,1.28,20,31,0,5G
USG01867,CUS0462,2023-02-08,6.93,23,12,0,4G
USG01868,CUS0404,2023-02-13,60.94,5098,47,0,4G
USG01869,CUS0117,2023-03-07,55.56,4886,41,0,3G
USG01870,CUS0289,2023-04-01,0.69,33,68,0,4G
USG01871,CUS0469,2023-09-01,1.46,101,32,0,5G
USG01872,CUS0023,2023-03-01,58.86,4877,7,0,4G
USG01873,CUS0137,2023-03-07,4.79,65,45,0,4G
USG01874,CUS0386,2023-10-05,1.75,21,46,0,4G
USG01875,CUS0316,2023-10-02,60.63,4988,23,0,5G
USG01876,CUS0133,2023-05-30,0.81,47,26,0,4G
USG01877,CUS0337,2023-08-04,20.18,482,12,0,4G
USG01878,CUS0094,2023-12-18,14.36,544,78,0,5G
USG01879,CUS0260,2023-02-24,1.74,69,48,0,4G
USG01880,CUS0403,2023-07-02,16.7,541,37,0,4G
USG01881,CUS0055,2023-09-02,61.41,5006,24,0,5G
USG01882,CUS0312,2023-07-23,8.1,133,53,0,4G
USG01883,CUS0276,2023-10-29,58.84,5008,15,0,3G
USG01884,CUS0145,2023-05-25,61.83,4960,14,0,4G
USG01885,CUS0326,2023-02-27,61.86,5019,28,0,4G
USG01886,CUS0471,2023-05-04,58.06,4996,37,0,4G
USG01887,CUS0009,2023-10-02,61.3,4957,39,0,4G
USG01888,CUS0156,2023-09-13,14.29,503,12,1,4G
USG01889,CUS0112,2023-09-15,61.39,4974,74,0,5G
USG01890,CUS0130,2023-08-31,18.29,518,14,0,4G
USG01891,CUS0422,2023-03-05,0.92,119,16,0,4G
